ticker,name,currency,industry,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,last_processing_date,total_grade,total_level,start_close,end_close,percentage_change,volatility,50_day_SMA,cumulative_return
ame,AMETEK Inc,USD,Electrical Equipment,A,High,BB,Medium,B,Medium,540,329,270,1139,04-16-2022,BBB,High,114.87999725341797,139.72000122070312,21.62256664446961,0.013727847741257581,136.52840042114258,0.21622566644469599
anss,ANSYS Inc,USD,Technology,A,High,BB,Medium,B,Medium,580,337,285,1202,04-16-2022,A,High,367.94000244140625,241.58999633789062,-34.33983944804605,0.023229938849247095,237.30239990234375,-0.3433983944804605
apa,APA Corp (US),USD,Energy,A,High,BB,Medium,BB,Medium,510,316,325,1151,04-16-2022,BBB,High,15.119999885559082,46.68000030517578,208.73016308524743,0.03615086526590344,45.829199905395505,2.0873016308524743
t,AT&T Inc,USD,Telecommunication,B,Medium,B,Medium,BB,Medium,210,200,305,715,04-16-2022,B,Medium,21.638973236083984,18.40999984741211,-14.922026814504363,0.015132370594409547,18.572000007629395,-0.14922026814504363
aadi,Aadi Bioscience Inc,USD,Biotechnology,B,Medium,B,Medium,B,Medium,200,201,203,604,11-06-2022,B,Medium,21.899999618530273,12.829999923706055,-41.4155244420635,0.055485242868083005,12.963499984741212,-0.414155244420635
aaon,Aaon Inc,USD,Building,A,High,BB,Medium,B,Medium,500,300,223,1023,04-16-2022,BBB,High,49.973331451416016,50.21333312988281,0.48025951341692336,0.020645695372778123,49.23719993591308,0.004802595134169252
abt,Abbott Laboratories,USD,Health Care,A,High,BB,Medium,BB,Medium,515,305,305,1125,04-16-2022,BBB,High,122.54000091552734,109.79000091552734,-10.404765713025563,0.015091145602475731,104.0027995300293,-0.10404765713025566
abbv,Abbvie Inc,USD,Biotechnology,A,High,BB,Medium,BB,Medium,505,317,300,1122,04-16-2022,BBB,High,102.30000305175781,161.61000061035156,57.976535473402045,0.01329840905379998,156.3895999145508,0.5797653547340205
abcl,Abcellera Biologics Inc,USD,Life Sciences Tools & Services,A,High,BB,Medium,BB,Medium,540,354,345,1239,10-06-2022,A,High,53.20000076293945,10.130000114440918,-80.95864667449827,0.04794243757215661,11.757000007629394,-0.8095864667449827
abeo,Abeona Therapeutics Inc,USD,Biotechnology,B,Medium,BB,Medium,BB,Medium,205,306,310,821,04-16-2022,BB,Medium,48.5,3.0799999237060547,-93.64948469338957,0.062202810674258244,3.6185999965667723,-0.9364948469338958
actg,Acacia Research Corp,USD,Financial Services,B,Medium,B,Medium,B,Medium,200,200,275,675,04-16-2022,B,Medium,5.980000019073486,4.210000038146973,-29.59866179399694,0.03125123875645734,3.9194000291824342,-0.2959866179399694
achc,Acadia Healthcare Company Inc,USD,Health Care,BB,Medium,B,Medium,B,Medium,330,231,220,781,04-16-2022,BB,Medium,52.9900016784668,82.31999969482422,55.3500605535479,0.021302889059224592,82.67060028076172,0.553500605535479
acn,Accenture PLC,USD,Technology,A,High,BB,Medium,BB,Medium,515,360,305,1180,04-16-2022,BBB,High,247.57000732421875,266.8399963378906,7.783652479533118,0.017328672812918087,280.44300048828126,0.07783652479533121
accd,Accolade Inc,USD,Health Care,B,Medium,B,Medium,B,Medium,255,254,235,744,10-06-2022,B,Medium,51.11000061035156,7.789999961853027,-84.75836456891906,0.05691468691765706,9.015800046920777,-0.8475836456891906
achv,Achieve Life Sciences Inc,USD,Biotechnology,B,Medium,B,Medium,BB,Medium,215,222,305,742,10-06-2022,B,Medium,12.09000015258789,2.450000047683716,-79.73531830635017,0.03579789311424385,2.444200005531311,-0.7973531830635017
acrs,Aclaris Therapeutics Inc,USD,Pharmaceuticals,B,Medium,B,Medium,B,Medium,230,207,220,657,04-16-2022,B,Medium,21.350000381469727,15.75,-26.22950951481072,0.04168663568231434,16.144199905395507,-0.2622950951481072
afib,Acutus Medical Inc,USD,Health Care,B,Medium,B,Medium,B,Medium,205,211,235,651,10-06-2022,B,Medium,25.190000534057617,1.149999976158142,-95.43469649949667,0.07943190417087212,0.8285999989509583,-0.9543469649949666
ahco,Adapthealth Corp,USD,Health Care,B,Medium,B,Medium,B,Medium,210,211,235,656,10-06-2022,B,Medium,40.150001525878906,19.219999313354492,-52.12951785078729,0.035221857784702056,21.276800079345705,-0.5212951785078729
adap,Adaptimmune Therapeutics PLC,USD,Biotechnology,BB,Medium,B,Medium,BB,Medium,365,283,305,953,04-16-2022,BBB,High,5.610000133514404,1.4600000381469727,-73.97504450267543,0.04919286682013186,1.746799991130829,-0.7397504450267542
adpt,Adaptive Biotechnologies Corp,USD,Life Sciences Tools & Services,B,Medium,BB,Medium,B,Medium,260,348,260,868,04-16-2022,BB,Medium,56.189998626708984,7.639999866485596,-86.4032745093287,0.05054158594303661,7.980400047302246,-0.864032745093287
adus,Addus Homecare Corp,USD,Health Care,B,Medium,B,Medium,B,Medium,210,215,218,643,04-16-2022,B,Medium,114.56999969482422,99.48999786376953,-13.16226051429058,0.024354582170276872,105.64659957885742,-0.1316226051429058
adil,Adial Pharmaceuticals Inc,USD,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,200,203,300,703,10-06-2022,B,Medium,53.75,5.5,-89.76744186046511,0.05375828538353506,6.65,-0.8976744186046511
acet,Adicet Bio Inc,USD,Biotechnology,B,Medium,B,Medium,BB,Medium,215,211,305,731,04-16-2022,B,Medium,12.119999885559082,8.9399995803833,-26.237626528072294,0.05404966656740277,15.558900070190429,-0.2623762652807229
adtx,Aditxt Inc,USD,Biotechnology,B,Medium,B,Medium,BB,Medium,210,224,305,739,10-06-2022,B,Medium,260800.0,1848.0,-99.29141104294479,0.10258660577085042,2963.2,-0.9929141104294479
adbe,Adobe Inc,USD,Technology,B,Medium,B,Medium,B,Medium,200,221,200,621,04-16-2022,B,Medium,470.0,336.5299987792969,-28.397872600149597,0.024124895325994482,327.1733984375,-0.283978726001496
aap,Advance Auto Parts Inc,USD,Retail,B,Medium,B,Medium,B,Medium,264,261,210,735,04-16-2022,B,Medium,150.97000122070312,147.02999877929688,-2.6097916205527207,0.01998745247128657,160.35319946289061,-0.02609791620552715
aeis,Advanced Energy Industries Inc,USD,Electrical Equipment,A,High,BB,Medium,BB,Medium,500,300,300,1100,04-16-2022,BBB,High,108.56999969482422,85.77999877929688,-20.991066574179786,0.027551947116455287,85.9900001525879,-0.20991066574179784
amd,Advanced Micro Devices Inc,USD,Semiconductors,B,Medium,B,Medium,B,Medium,200,208,200,608,04-16-2022,B,Medium,87.66000366210938,64.7699966430664,-26.112258798520983,0.033451266310369106,67.37680000305176,-0.2611225879852098
adv,Advantage Solutions Inc,USD,Media,A,High,B,Medium,BB,Medium,515,269,328,1112,04-20-2022,BBB,High,9.699999809265137,2.0799999237060547,-78.55670139581545,0.032818041214083785,2.5332999992370606,-0.7855670139581545
adn,Advent Technologies Holdings Inc,USD,Electrical Equipment,B,Medium,B,Medium,B,Medium,250,203,220,673,04-20-2022,B,Medium,511.79998779296875,54.29999923706055,-89.39038676588915,0.12767504598586504,59.35199989318848,-0.8939038676588915
advm,Adverum Biotechnologies Inc,USD,Biotechnology,B,Medium,BB,Medium,B,Medium,262,321,235,818,04-16-2022,BB,Medium,123.5,5.800000190734863,-95.30364357025518,0.04839533069938035,7.079800033569336,-0.9530364357025517
aehr,Aehr Test Systems,USD,Semiconductors,B,Medium,B,Medium,BB,Medium,290,262,300,852,04-16-2022,BB,Medium,2.4000000953674316,20.100000381469727,737.4999826153127,0.07760683089744086,22.800599937438964,7.374999826153127
aemd,Aethlon Medical Inc,USD,Health Care,B,Medium,B,Medium,BB,Medium,200,262,315,777,04-16-2022,BB,Medium,23.0,2.799999952316284,-87.82608716384225,0.18889465883747142,4.138000011444092,-0.8782608716384224
afrm,Affirm Holdings Inc,USD,Technology,B,Medium,BB,Medium,BB,Medium,225,335,335,895,10-06-2022,BB,Medium,107.61000061035156,9.670000076293945,-91.01384627688243,0.07235114661790971,13.962100009918213,-0.9101384627688243
afl,Aflac Inc,USD,Insurance,BBB,High,BB,Medium,B,Medium,454,300,235,989,04-16-2022,BBB,High,45.61000061035156,71.94000244140625,57.728571538494734,0.013725220306675444,69.02420005798339,0.5772857153849473
agen,Agenus Inc,USD,Biotechnology,B,Medium,B,Medium,BB,Medium,290,245,300,835,04-16-2022,BB,Medium,77.52698516845703,47.105003356933594,-39.240506702821015,0.049634958374672467,51.09322845458984,-0.3924050670282102
a,Agilent Technologies Inc,USD,Life Sciences Tools & Services,A,High,B,Medium,B,Medium,573,231,233,1037,04-16-2022,BBB,High,120.83000183105469,149.64999389648438,23.851685532311745,0.01833097273039151,146.440400390625,0.2385168553231174
agys,Agilysys Inc,USD,Technology,A,High,BB,Medium,BB,Medium,500,303,300,1103,04-16-2022,BBB,High,38.4900016784668,79.13999938964844,105.61183668101333,0.03179726288143697,66.29079963684082,1.056118366810133
agio,Agios Pharmaceuticals Inc,USD,Biotechnology,A,High,BB,Medium,BB,Medium,520,303,325,1148,04-16-2022,BBB,High,48.790000915527344,28.079999923706055,-42.447224027885525,0.036403003556725655,28.263999938964844,-0.4244722402788552
agfy,Agrify Corp,USD,Machinery,A,High,BB,Medium,BB,Medium,540,361,305,1206,10-06-2022,A,High,32760.0,99.9000015258789,-99.6950549403972,0.1029816788281152,313.3620001220703,-0.996950549403972
apd,Air Products and Chemicals Inc,USD,Chemicals,AA,Excellent,BBB,High,BB,Medium,700,442,300,1442,04-16-2022,A,High,268.95001220703125,308.260009765625,14.616098075628218,0.015548478044628535,293.37580078125,0.14616098075628225
airt,Air T Inc,USD,Logistics & Transportation,B,Medium,B,Medium,BB,Medium,234,210,325,769,04-16-2022,BB,Medium,25.579999923706055,24.719999313354492,-3.3620039597989364,0.04381045962851974,22.7,-0.033620039597989315
abnb,Airbnb Inc,USD,"Hotels, Restaurants, & Leisure",A,High,A,High,BBB,High,505,570,400,1475,10-06-2022,A,High,180.44000244140625,85.5,-52.61582861718029,0.03476732188861337,98.24319992065429,-0.5261582861718029
airg,Airgain Inc,USD,Electrical Equipment,A,High,BB,Medium,BB,Medium,500,300,330,1130,04-16-2022,BBB,High,23.90999984741211,6.510000228881836,-72.77289723786241,0.035453953122031326,7.200919990539551,-0.7277289723786241
akam,Akamai Technologies Inc,USD,Technology,A,High,BB,Medium,BB,Medium,515,341,305,1161,04-16-2022,BBB,High,111.6500015258789,84.30000305175781,-24.496191760267685,0.017084129202573024,88.30539993286133,-0.24496191760267683
aktx,Akari Therapeutics PLC,USD,Pharmaceuticals,B,Medium,B,Medium,BB,Medium,225,216,305,746,04-16-2022,B,Medium,52.0,9.399999618530273,-81.92307765667255,0.04324657312208356,10.148000011444092,-0.8192307765667255
akba,Akebia Therapeutics Inc,USD,Biotechnology,B,Medium,B,Medium,B,Medium,200,218,215,633,04-16-2022,B,Medium,3.4049999713897705,0.5770000219345093,-83.05433107833468,0.05916880411677025,0.3170999991893768,-0.8305433107833469
akro,Akero Therapeutics Inc,USD,Biotechnology,B,Medium,B,Medium,BB,Medium,250,246,305,801,10-06-2022,BB,Medium,29.84000015258789,54.79999923706055,83.64610910468775,0.07447449133890421,43.93130004882813,0.8364610910468775
akts,Akoustis Technologies Inc,USD,Electrical Equipment,B,Medium,BB,Medium,BBB,High,222,302,428,952,04-16-2022,BBB,High,16.100000381469727,2.819999933242798,-82.48447287933935,0.04486347834572798,3.257000002861023,-0.8248447287933935
alk,Alaska Air Group Inc,USD,Airlines,A,High,BB,Medium,B,Medium,515,303,259,1077,04-16-2022,BBB,High,49.88999938964844,42.939998626708984,-13.930649124003583,0.02440785846138702,44.6810001373291,-0.1393064912400358
alb,Albemarle Corp,USD,Chemicals,A,High,BB,Medium,BB,Medium,545,322,315,1182,04-16-2022,BBB,High,166.3699951171875,216.86000061035156,30.34802366712818,0.03130878546072678,267.0585989379883,0.3034802366712819
aldx,Aldeyra Therapeutics Inc,USD,Biotechnology,B,Medium,B,Medium,B,Medium,231,261,235,727,04-16-2022,B,Medium,11.050000190734863,6.960000038146973,-37.01357540262532,0.05147682692150976,5.815999975204468,-0.3701357540262532
alec,Alector Inc,USD,Biotechnology,B,Medium,B,Medium,BB,Medium,240,277,300,817,10-06-2022,BB,Medium,18.0,9.229999542236328,-48.72222476535374,0.05439493415903752,8.64379994392395,-0.4872222476535373
are,Alexandria Real Estate Equities Inc,USD,Real Estate,AA,Excellent,BB,Medium,BB,Medium,600,337,345,1282,04-16-2022,A,High,169.55999755859375,145.6699981689453,-14.089407722120853,0.015894263206385824,146.81340057373046,-0.1408940772212085
alco,Alico Inc,USD,Food Products,A,High,BB,Medium,BB,Medium,500,300,300,1100,04-16-2022,BBB,High,29.700000762939453,23.8700008392334,-19.629628868497882,0.019304117775118455,28.91860004425049,-0.19629628868497884
algn,Align Technology Inc,USD,Health Care,B,Medium,B,Medium,B,Medium,235,285,255,775,04-16-2022,BB,Medium,543.0499877929688,210.89999389648438,-61.163797323039915,0.03188948539526082,196.75979949951173,-0.6116379732303991
algs,Aligos Therapeutics Inc,USD,Biotechnology,B,Medium,B,Medium,B,Medium,210,222,235,667,10-06-2022,B,Medium,691.75,23.825000762939453,-96.555836535896,0.057573545622068706,24.64400001525879,-0.96555836535896
alim,Alimera Sciences Inc,USD,Pharmaceuticals,B,Medium,B,Medium,B,Medium,220,228,243,691,04-16-2022,B,Medium,6.880000114440918,2.7100000381469727,-60.61046521701704,0.04994724550486209,3.8766480112075805,-0.6061046521701704
alks,Alkermes Plc,USD,Biotechnology,BBB,High,BB,Medium,BB,Medium,415,302,333,1050,04-16-2022,BBB,High,21.770000457763672,26.1299991607666,20.027554484722373,0.024493697150028623,24.258600120544433,0.20027554484722376
allk,Allakos Inc,USD,Biotechnology,B,Medium,B,Medium,BB,Medium,200,273,300,773,10-06-2022,BB,Medium,135.24000549316406,8.420000076293945,-93.77403154814309,0.06091187925195487,7.1008000087738035,-0.9377403154814309
algt,Allegiant Travel Co,USD,Airlines,B,Medium,B,Medium,B,Medium,287,208,248,743,04-16-2022,B,Medium,183.9199981689453,67.98999786376953,-63.032841158841656,0.02873777917836236,73.69939971923829,-0.6303284115884166
alle,Allegion PLC,USD,Building,A,High,BB,Medium,BB,Medium,542,322,315,1179,04-16-2022,BBB,High,110.31999969482422,105.26000213623047,-4.586654797490128,0.017661401168520142,107.27259994506836,-0.045866547974901306
algm,Allegro Microsystems Inc,USD,Semiconductors,A,High,BB,Medium,B,Medium,542,314,250,1106,10-06-2022,BBB,High,30.360000610351562,30.020000457763672,-1.119895078236474,0.02742434835888363,28.663199920654296,-0.01119895078236477
lnt,Alliant Energy Corp,USD,Utilities,A,High,BB,Medium,BB,Medium,519,307,300,1126,04-16-2022,BBB,High,48.95000076293945,55.209999084472656,12.788556126586851,0.01361814196681164,54.06839996337891,0.12788556126586847
allo,Allogene Therapeutics Inc,USD,Biotechnology,A,High,BB,Medium,BB,Medium,535,324,305,1164,10-06-2022,BBB,High,35.61000061035156,6.289999961853027,-82.33642276314768,0.04891774380922198,8.892400016784668,-0.8233642276314769
allt,Allot Ltd,USD,Technology,A,High,BB,Medium,BB,Medium,508,324,310,1142,04-16-2022,BBB,High,12.920000076293945,3.440000057220459,-73.37461271743885,0.036216370061651446,3.7336000108718874,-0.7337461271743885
all,Allstate Corp,USD,Insurance,A,High,BB,Medium,B,Medium,530,300,220,1050,04-16-2022,BBB,High,108.70999908447266,135.60000610351562,24.735541574375507,0.016333348374592663,130.2859994506836,0.2473554157437552
alny,Alnylam Pharmaceuticals Inc,USD,Biotechnology,BB,Medium,BB,Medium,BB,Medium,331,346,325,1002,04-16-2022,BBB,High,149.25,237.64999389648438,59.229476647560716,0.03622582988011141,218.46559875488282,0.5922947664756073
googl,Alphabet Inc,USD,Media,B,Medium,BB,Medium,BB,Medium,295,362,355,1012,04-30-2022,BBB,High,94.65350341796875,88.2300033569336,-6.786331016898988,0.020301697032110308,93.93520050048828,-0.06786331016898983
aei,Alset Ehome International Inc,USD,Real Estate,A,High,B,Medium,B,Medium,520,207,210,937,04-20-2022,BBB,High,128.0,2.299999952316284,-98.2031250372529,0.09178041446523214,3.746999988555908,-0.982031250372529
mo,Altria Group Inc,USD,Tobacco,A,High,BB,Medium,BB,Medium,500,327,341,1168,04-16-2022,BBB,High,40.77000045776367,45.709999084472656,12.116749009671105,0.014921981637239963,45.6710001373291,0.12116749009671102
amzn,Amazon.com Inc,USD,Retail,AA,Excellent,BB,Medium,BBB,High,668,305,460,1433,04-16-2022,A,High,167.1439971923828,84.0,-49.74393253063347,0.02494740194885348,94.54100006103516,-0.4974393253063347
aee,Ameren Corp,USD,Utilities,A,High,BB,Medium,BB,Medium,562,345,300,1207,04-16-2022,A,High,72.83999633789062,88.91999816894531,22.075786160755246,0.012520011333354147,85.4268002319336,0.2207578616075525
aal,American Airlines Group Inc,USD,Airlines,B,Medium,B,Medium,B,Medium,270,211,265,746,04-16-2022,B,Medium,16.84000015258789,12.720000267028809,-24.46555729351309,0.032560601692712854,13.750599994659424,-0.24465557293513085
aep,American Electric Power Company Inc,USD,Utilities,A,High,BB,Medium,BB,Medium,500,300,300,1100,04-20-2022,BBB,High,81.18000030517578,94.94999694824219,16.96230178775754,0.012848758185363171,92.47820022583008,0.16962301787757528
axp,American Express Co,USD,Financial Services,B,Medium,B,Medium,B,Medium,230,226,208,664,04-16-2022,B,Medium,117.02999877929688,147.75,26.249680886211912,0.02003216847966798,150.04219970703124,0.2624968088621191
aig,American International Group Inc,USD,Insurance,A,High,BB,Medium,BB,Medium,518,323,310,1151,04-16-2022,BBB,High,37.41999816894531,63.2400016784668,69.00054722864574,0.019451857981930356,60.177199859619144,0.6900054722864575
amt,American Tower Corp,USD,Real Estate,A,High,BB,Medium,BB,Medium,530,333,305,1168,04-16-2022,BBB,High,235.57000732421875,211.86000061035156,-10.06495138459402,0.016860234593609663,210.90019989013672,-0.10064951384594023
awk,American Water Works Company Inc,USD,Utilities,AA,Excellent,BB,Medium,BB,Medium,653,395,300,1348,04-16-2022,A,High,161.52000427246094,152.4199981689453,-5.6339808462147065,0.015213805368903335,147.85179901123047,-0.056339808462147034
amp,Ameriprise Financial Inc,USD,Financial Services,BB,Medium,BB,Medium,B,Medium,396,308,267,971,04-16-2022,BBB,High,200.83999633789062,311.3699951171875,55.03385819293813,0.01945140359103533,314.3500012207031,0.5503385819293813
abcb,Ameris Bancorp,USD,Banking,B,Medium,BB,Medium,B,Medium,290,300,250,840,04-16-2022,BB,Medium,41.2599983215332,47.13999938964844,14.251093813172835,0.020264560326066303,50.40980010986328,0.14251093813172844
amgn,Amgen Inc,USD,Biotechnology,A,High,BB,Medium,BB,Medium,575,312,328,1215,04-16-2022,A,High,240.42999267578125,262.6400146484375,9.23762535841623,0.013124531061929148,275.0060025024414,0.09237625358416235
poww,Ammo Inc,USD,Leisure Products,B,Medium,B,Medium,B,Medium,233,224,200,657,02-08-2022,B,Medium,5.400000095367432,1.7300000190734863,-67.96296317554467,0.04057704276663847,2.3782000064849855,-0.6796296317554469
aph,Amphenol Corp,USD,Electrical Equipment,A,High,BB,Medium,BBB,High,512,303,475,1290,04-16-2022,A,High,31.407499313354492,38.06999969482422,21.21308772467863,0.016223154125670616,38.6208999633789,0.21213087724678625
adi,Analog Devices Inc,USD,Semiconductors,BB,Medium,BB,Medium,BB,Medium,350,318,300,968,04-16-2022,BBB,High,151.8800048828125,164.02999877929688,7.99973235835689,0.020396297660528744,159.41799835205077,0.07999732358356892
aon,Aon PLC,USD,Insurance,BBB,High,BB,Medium,B,Medium,485,304,288,1077,04-16-2022,BBB,High,206.67999267578125,300.1400146484375,45.21967548124841,0.016088643445129325,295.82320190429687,0.4521967548124841
aapl,Apple Inc,USD,Technology,BB,Medium,B,Medium,B,Medium,355,281,255,891,04-16-2022,BB,Medium,134.13999938964844,129.92999267578125,-3.1385170217855785,0.019273599005753816,143.0759992980957,-0.03138517021785581
amat,Applied Materials Inc,USD,Semiconductors,A,High,BB,Medium,BB,Medium,525,317,300,1142,04-16-2022,BBB,High,101.20999908447266,97.37999725341797,-3.784212889734405,0.02962191936823271,99.93619995117187,-0.03784212889734406
aaoi,Applied Optoelectronics Inc,USD,Communications,BB,Medium,B,Medium,B,Medium,311,256,218,785,04-16-2022,BB,Medium,11.0,1.8899999856948853,-82.81818194822831,0.049217400452534046,2.2689000010490417,-0.8281818194822832
aptv,Aptiv PLC,USD,Auto Components,A,High,BB,Medium,BB,Medium,555,339,310,1204,10-06-2022,A,High,138.77000427246094,93.12999725341797,-32.888956989172826,0.02738689824136431,97.69739990234375,-0.32888956989172824
abus,Arbutus Biopharma Corp,USD,Biotechnology,B,Medium,B,Medium,BB,Medium,203,204,338,745,04-16-2022,B,Medium,3.880000114440918,2.3299999237060547,-39.94845734581139,0.046707281007672505,2.484200005531311,-0.39948457345811395
acgl,Arch Capital Group Ltd,USD,Insurance,A,High,BB,Medium,BB,Medium,500,300,300,1100,04-16-2022,BBB,High,32.02000045776367,62.779998779296875,96.06495278508042,0.0157976886711841,58.03439994812012,0.960649527850804
adm,Archer-Daniels-Midland Co,USD,Food Products,A,High,BB,Medium,BB,Medium,587,353,305,1245,04-16-2022,A,High,50.47999954223633,92.8499984741211,83.93423002398015,0.016520288783527213,93.93579986572266,0.8393423002398015
anet,Arista Networks Inc,USD,Communications,BBB,High,BB,Medium,B,Medium,444,310,295,1049,04-16-2022,BBB,High,79.05000305175781,121.3499984741211,53.51042857603364,0.024630434502474766,126.38600006103516,0.5351042857603365
ajg,Arthur J. Gallagher & Co.,USD,Insurance,A,High,BB,Medium,BB,Medium,530,344,310,1184,04-16-2022,BBB,High,115.19000244140625,188.5399932861328,63.67739325471196,0.014473146575096024,189.70800018310547,0.6367739325471196
aiz,Assurant Inc,USD,Insurance,BBB,High,BB,Medium,BB,Medium,438,316,300,1054,04-16-2022,BBB,High,134.49000549316406,125.05999755859375,-7.01167934374843,0.015764696779880558,128.7492007446289,-0.07011679343748434
aame,Atlantic American Corp,USD,Insurance,B,Medium,B,Medium,BB,Medium,220,221,300,741,04-16-2022,B,Medium,2.319999933242798,2.3399999141693115,0.862068168189925,0.06943022913359126,2.766600003242493,0.008620681681899223
ato,Atmos Energy Corp,USD,Utilities,A,High,BB,Medium,BB,Medium,572,368,315,1255,04-16-2022,A,High,88.6500015258789,112.06999969482422,26.418497197778944,0.013547500665779002,112.17160034179688,0.26418497197778956
aeye,AudioEye Inc,USD,Technology,B,Medium,BB,Medium,BB,Medium,235,301,308,844,04-16-2022,BB,Medium,23.270000457763672,3.8299999237060547,-83.54104061726292,0.055168545492300325,4.7524000263214115,-0.8354104061726293
adsk,Autodesk Inc,USD,Technology,A,High,BB,Medium,BB,Medium,555,304,310,1169,04-16-2022,BBB,High,286.32000732421875,186.8699951171875,-34.733867582790865,0.02622311543990141,201.78719940185547,-0.34733867582790867
adp,Automatic Data Processing Inc,USD,Technology,A,High,BB,Medium,B,Medium,500,300,200,1000,07-25-2022,BBB,High,166.35000610351562,238.86000061035156,43.58881385415442,0.01530281240701802,249.23600036621093,0.43588813854154407
azo,Autozone Inc,USD,Retail,B,Medium,B,Medium,B,Medium,260,222,213,695,04-16-2022,B,Medium,1159.3299560546875,2466.179931640625,112.72459309455567,0.016521117337943404,2460.997587890625,1.1272459309455565
avb,Avalonbay Communities Inc,USD,Real Estate,A,High,BB,Medium,B,Medium,500,300,298,1098,04-16-2022,BBB,High,165.22999572753906,161.52000427246094,-2.245349846280833,0.014786845327914536,168.55440002441406,-0.022453498462808308
avy,Avery Dennison Corp,USD,Packaging,A,High,BB,Medium,BB,Medium,535,347,325,1207,04-16-2022,A,High,153.05999755859375,181.0,18.25428125380074,0.01822807218834729,180.69059967041017,0.1825428125380073
acls,Axcelis Technologies Inc,USD,Semiconductors,A,High,BB,Medium,B,Medium,515,306,260,1081,04-16-2022,BBB,High,36.150001525878906,79.36000061035156,119.52972962819841,0.038259284948628985,73.64539993286132,1.195297296281984
bac,Bank of America Corp,USD,Banking,B,Medium,BB,Medium,B,Medium,220,394,265,879,04-16-2022,BB,Medium,29.959999084472656,33.119998931884766,10.547396341710304,0.018294351432593763,35.12580009460449,0.10547396341710313
bk,Bank of New York Mellon Corp,USD,Financial Services,A,High,BB,Medium,BB,Medium,500,300,300,1100,04-16-2022,BBB,High,40.470001220703125,45.52000045776367,12.478376784622219,0.01766827505817984,43.74780014038086,0.12478376784622225
bbwi,Bath & Body Works Inc,USD,Retail,A,High,BB,Medium,BB,Medium,525,303,300,1128,11-06-2022,BBB,High,33.839935302734375,42.13999938964844,24.527423036306427,0.03239793797467154,38.121400337219235,0.24527423036306417
bax,Baxter International Inc,USD,Health Care,A,High,BB,Medium,BB,Medium,500,316,300,1116,04-16-2022,BBB,High,76.37999725341797,50.970001220703125,-33.26786717261601,0.015854504594728962,53.17580001831055,-0.33267867172616006
bdx,Becton Dickinson and Co,USD,Health Care,AA,Excellent,BB,Medium,BB,Medium,607,384,315,1306,04-16-2022,A,High,254.9951171875,254.3000030517578,-0.2725989985255539,0.013553739641799453,238.32080017089845,-0.002725989985255528
bby,Best Buy Co Inc,USD,Retail,BBB,High,B,Medium,BB,Medium,430,231,300,961,04-16-2022,BBB,High,107.69000244140625,80.20999908447266,-25.517692203494345,0.025341085083080073,75.85980010986329,-0.25517692203494347
bio,Bio Rad Laboratories Inc,USD,Life Sciences Tools & Services,B,Medium,B,Medium,BB,Medium,275,227,300,802,04-16-2022,BB,Medium,591.6799926757812,420.489990234375,-28.93286988921595,0.021472183314107433,401.21899841308596,-0.2893286988921595
tech,Bio-Techne Corp,USD,Life Sciences Tools & Services,A,High,B,Medium,BB,Medium,510,268,300,1078,04-16-2022,BBB,High,85.01750183105469,82.87999725341797,-2.514193585556455,0.02341465294848785,80.9393505859375,-0.025141935855564568
biib,Biogen Inc,USD,Biotechnology,BB,Medium,BB,Medium,BB,Medium,380,303,364,1047,04-16-2022,BBB,High,278.4599914550781,276.9200134277344,-0.5530338557064071,0.0316915885123444,287.5712005615234,-0.005530338557064085
bx,Blackstone Inc,USD,Financial Services,A,High,BB,Medium,BB,Medium,534,343,320,1197,04-16-2022,BBB,High,69.33000183105469,74.19000244140625,7.009953096776991,0.02778732379089228,85.99280014038087,0.07009953096776989
ba,Boeing Co,USD,Aerospace & Defense,B,Medium,B,Medium,B,Medium,220,224,235,679,09-21-2022,B,Medium,195.83999633789062,190.49000549316406,-2.731817271634344,0.02638929763996178,171.59420043945312,-0.027318172716343403
bkng,Booking Holdings Inc,USD,"Hotels, Restaurants, & Leisure",A,High,BB,Medium,BB,Medium,558,306,310,1174,10-06-2022,BBB,High,1990.4599609375,2015.280029296875,1.246951400503672,0.023805491649226452,1947.6773999023437,0.01246951400503682
bwa,Borgwarner Inc,USD,Auto Components,B,Medium,B,Medium,B,Medium,260,206,230,696,04-16-2022,B,Medium,37.04225540161133,35.431339263916016,-4.348860835361656,0.022058525865234904,35.17535209655762,-0.043488608353616565
bxp,Boston Properties Inc,USD,Real Estate,A,High,BB,Medium,BB,Medium,532,339,305,1176,04-16-2022,BBB,High,90.2300033569336,67.58000183105469,-25.102516550154157,0.017909676205486103,70.27239974975586,-0.2510251655015415
bsx,Boston Scientific Corp,USD,Health Care,A,High,BB,Medium,BB,Medium,525,399,300,1224,04-16-2022,A,High,35.95000076293945,46.27000045776367,28.706535398639037,0.015876018047469437,44.06639999389648,0.2870653539863903
bmy,Bristol-Myers Squibb Co,USD,Pharmaceuticals,A,High,BB,Medium,BB,Medium,500,321,310,1131,04-16-2022,BBB,High,62.209999084472656,71.94999694824219,15.656643637856268,0.011949095491553987,76.68199935913086,0.1565664363785626
